Posição;Município;População
5167;Pedranópolis;2827
5168;Westfália;2824
5169;Cafeara;2821
5170;Santana do Seridó;2816
5171;Novo Itacolomi;2816
5172;Conceição das Pedras;2813
5173;Queiroz;2811
5174;São Pedro do Butiá;2810
5175;Planalto da Serra;2807
5176;João Dias;2805
5177;Abdon Batista;2805
5178;Nova Candelária;2800
5179;Vista Gaúcha;2799
5180;Uruana de Minas;2797
5181;São Domingos de Pombal;2794
5182;Bom Jesus do Tocantins;2793
5183;Bandeirantes do Tocantins;2791
5184;Morro Grande;2790
5185;Ivatuba;2789
5186;Damolândia;2789
5187;Pitangueiras;2786
5188;Paranapoema;2781
5189;São João do Polêsine;2781
5190;Quadra;2779
5191;Lagoa de Velhos;2778
5192;Arapuá;2777
5193;Mairipotaba;2775
5194;Belmonte;2774
5195;Ivolândia;2764
5196;Urutaí;2758
5197;Cândido Rodrigues;2757
5198;Santa Maria do Tocantins;2755
5199;Cássia dos Coqueiros;2752
5200;Santo Antônio do Caiuá;2748
5201;Jacuizinho;2748
5202;Planalto Alegre;2740
5203;Joca Claudino;2734
5204;Celso Ramos;2734
5205;Itati;2733
5206;Lagoa Bonita do Sul;2733
5207;Pedra Preta;2732
5208;Aroeiras do Itaim;2731
5209;Marapoama;2731
5210;Óleo;2729
5211;Chácara;2728
5212;Vila Flor;2727
5213;Mato Castelhano;2722
5214;São Valério do Sul;2722
5215;Santo André;2718
5216;Boa Vista do Sul;2715
5217;Olho D'Água do Piauí;2713
5218;Itaju;2709
5219;Tio Hugo;2705
5220;Passagem;2704
5221;Gabriel Monteiro;2703
5222;Frei Rogério;2703
5223;Fernandes Tourinho;2701
5224;Formosa do Sul;2689
5225;Mormaço;2689
5226;Nova Iguaçu de Goiás;2687
5227;Santo Expedito do Sul;2686
5228;Capitão;2684
5229;Princesa;2682
5230;São Bernardino;2682
5231;Tanque do Piauí;2681
5232;Nova Independência;2681
5233;Panamá;2678
5234;Mato Grosso;2673
5235;Salvador das Missões;2673
5236;Carmésia;2671
5237;São Luis do Piauí;2670
5238;Sagrada Família;2669
5239;Córrego do Ouro;2666
5240;Mira Estrela;2659
5241;Cerro Grande;2656
5242;Biquinhas;2642
5243;Faxinalzinho;2639
5244;Lagoinha do Piauí;2637
5245;Iomerê;2637
5246;São João das Duas Pontes;2635
5247;Rubiácea;2633
5248;Talismã;2632
5249;Águas Frias;2632
5250;Lajeado do Bugre;2632
5251;Pedras Altas;2631
5252;Nantes;2627
5253;Rio Doce;2626
5254;Floresta do Piauí;2624
5255;Indiavaí;2623
5256;Olímpio Noronha;2619
5257;Santa Mercedes;2617
5258;Forquetinha;2617
5259;Santa Rita do Trivelato;2615
5260;Rubineia;2614
5261;Bodó;2611
5262;Jardim de Angicos;2607
5263;Iracema do Oeste;2604
5264;Porto Mauá;2602
5265;Mirim Doce;2601
5266;Pinhal de São Bento;2598
5267;Fagundes Varela;2596
5268;Adelândia;2596
5269;Arapeí;2587
5270;Simão Pereira;2585
5271;Reserva do Cabaçal;2584
5272;Nova Pádua;2581
5273;São Pedro do Paraná;2580
5274;Wenceslau Braz;2576
5275;Urupema;2576
5276;Arantina;2575
5277;Ingaí;2574
5278;Cachoeira Dourada;2570
5279;Ariranha do Ivaí;2568
5280;Timburi;2567
5281;Coronel Martins;2567
5282;São José do Mantimento;2562
5283;Pontes Gestal;2557
5284;Boa Vista do Incra;2557
5285;Estrela Dalva;2551
5286;Brejo Alegre;2550
5287;São José do Herval;2550
5288;Águas de São Pedro;2547
5289;Camargo;2546
5290;Silveira Martins;2542
5291;Porto Alegre do Piauí;2540
5292;Oscar Bressane;2540
5293;Fortuna de Minas;2533
5294;Maratá;2531
5295;Flórida;2528
5296;Porto Rico;2526
5297;São Gonçalo do Gurgueia;2525
5298;Várzea;2522
5299;Boa Vista do Cadeado;2522
5300;Santa Rita d'Oeste;2521
5301;Coronel Barros;2518
5302;Rio Rufino;2510
5303;Santa Helena (território);2496
5304;Novo Jardim;2492
5305;Araçaí;2491
5306;Itambé do Mato Dentro;2490
5307;Estrela do Norte;2490
5308;Nova Ramada;2490
5309;Itapuca;2488
5310;Presidente Lucena;2485
5311;Uniflor;2484
5312;Ubiretama;2474
5313;Coronel Pacheco;2473
5314;Luciára;2472
5315;Colinas;2471
5316;Olaria;2465
5317;Travesseiro;2462
5318;Monte das Gameleiras;2460
5319;Centenário;2457
5320;Embaúba;2448
5321;Bom Progresso;2446
5322;Dois Irmãos das Missões;2438
5323;Barra Funda;2434
5324;Ivorá;2433
5325;Avelinópolis;2431
5326;Palmeira;2428
5327;Pimenteiras do Oeste;2427
5328;Guarinos;2424
5329;Unistalda;2421
5330;Sério;2419
5331;Lucianópolis;2418
5332;Gramado dos Loureiros;2414
5333;Pinhal;2412
5334;Guaraíta;2411
5335;Algodão de Jandaíra;2407
5336;Pedro Laurentino;2394
5337;Bom Jesus;2394
5338;Novo Tiradentes;2391
5339;Morro Agudo de Goiás;2391
5340;Mirador;2385
5341;Zacarias;2384
5342;Carmolândia;2383
5343;Cruzália;2382
5344;Nova Marilândia;2369
5345;Santa Tereza do Tocantins;2366
5346;Timbaúba dos Batistas;2364
5347;Iguatu;2363
5348;Santo Antônio do Paraíso;2361
5349;Bozano;2361
5350;Painel;2360
5351;Santa Terezinha do Tocantins;2356
5352;Taboleiro Grande;2349
5353;Sagres;2349
5354;Inhacorá;2347
5355;Carrapateira;2345
5356;Monjolos;2338
5357;Santa Rita do Tocantins;2330
5358;São Domingos do Cariri;2329
5359;Presidente Nereu;2324
5360;Palmelo;2324
5361;Mariano Moro;2321
5362;Francisco Macedo;2319
5363;São Valentim do Sul;2319
5364;Borebi;2312
5365;Marema;2312
5366;Abreulândia;2310
5367;Ribeirão dos Índios;2310
5368;Bom Jesus;2296
5369;Cruzaltense;2294
5370;Vila Lângaro;2293
5371;Santo Antônio do Palma;2289
5372;Jumirim;2283
5373;Jesúpolis;2281
5374;Nova América;2271
5375;Fama;2270
5376;Diorama;2269
5377;São Sebastião do Rio Verde;2264
5378;Dolcinópolis;2263
5379;Amparo de São Francisco;2261
5380;Lacerdópolis;2260
5381;Guaporema;2251
5382;Relvado;2250
5383;Arvoredo;2249
5384;Buriti de Goiás;2248
5385;Benjamin Constant do Sul;2240
5386;Santa Cruz do Xingu;2236
5387;Cachoeirinha;2235
5388;Santa Margarida do Sul;2231
5389;Pugmil;2230
5390;Novo Santo Antônio;2221
5391;Lajeado;2219
5392;Galinhos;2219
5393;Almirante Tamandaré do Sul;2212
5394;Pedra Dourada;2203
5395;Nova Canaã Paulista;2203
5396;Juarina;2200
5397;Ouro Verde;2197
5398;São João do Pau d'Alho;2191
5399;Silveirânia;2190
5400;Jupiá;2190
5401;Santana do Garambéu;2186
5402;Nova Aurora;2184
5403;Brasilândia do Tocantins;2183
5404;Passagem;2183
5405;Protásio Alves;2182
5406;Nova Guataporanga;2176
5407;Floriano Peixoto;2176
5408;Ribeirãozinho;2176
5409;Marinópolis;2163
5410;São Manoel do Paraná;2163
5411;Fortaleza do Tabocão;2160
5412;Água Comprida;2159
5413;Sete de Setembro;2157
5414;Areia de Baraúnas;2156
5415;Rio dos Bois;2150
5416;São José do Inhacorá;2150
5417;Paulo Bento;2149
5418;Vargem Bonita;2148
5419;São Miguel da Baixa Grande;2143
5420;Casa Grande;2143
5421;Santa Clara d'Oeste;2141
5422;Marzagão;2137
5423;Passa-Vinte;2136
5424;Parisi;2132
5425;São Patrício;2129
5426;Serranos;2126
5427;Nova Boa Vista;2125
5428;Monções;2124
5429;Barra Bonita;2122
5430;Água Limpa;2121
5431;Aloândia;2121
5432;Rochedo de Minas;2117
5433;Boa Vista das Missões;2110
5434;Doutor Ricardo;2105
5435;Santo Antônio do Planalto;2100
5436;Ipueira;2097
5437;Santa Rosa de Lima;2096
5438;Poço das Antas;2086
5439;Zabelê;2080
5440;Porto Vera Cruz;2080
5441;Senador Cortes;2076
5442;Alto Bela Vista;2075
5443;Bom Jesus do Oeste;2075
5444;Davinópolis;2073
5445;Tupiratins;2072
5446;Amparo;2062
5447;Irati;2059
5448;Pinhal da Serra;2059
5449;Ibiam;2052
5450;Antônio Prado de Minas;2046
5451;Flora Rica;2044
5452;Ipiranga do Sul;2033
5453;Vanini;2032
5454;Lourdes;2031
5455;São Pedro das Missões;2029
5456;Turiúba;2028
5457;São Miguel da Boa Vista;2027
5458;Arco-Íris;2026
5459;Barra do Rio Azul;2020
5460;Santo Antônio dos Milagres;2019
5461;Guarani d'Oeste;2018
5462;Pouso Novo;2018
5463;Canudos do Vale;2001
5464;Turmalina;1998
5465;Vespasiano Correa;1992
5466;São José do Sul;1988
5467;Taipas do Tocantins;1974
5468;Oliveira Fortes;1971
5469;Alto Alegre;1965
5470;Miraselva;1949
5471;Cunhataí;1938
5472;Novo Xingu;1920
5473;Douradoquara;1912
5474;Monte Santo do Tocantins;1911
5475;Aracitaba;1905
5476;Senador José Bento;1905
5477;Santa Inês;1904
5478;Paulistânia;1898
5479;Mato Queimado;1895
5480;Jardinópolis;1893
5481;Tapiraí;1891
5482;Queluzito;1888
5483;Santa Tereza;1883
5484;Esperança Nova;1882
5485;Capão Bonito do Sul;1882
5486;Moiporá;1881
5487;Ermo;1877
5488;São Vendelino;1873
5489;Muliterno;1864
5490;Ponte Preta;1864
5491;Paial;1852
5492;Novo Alegre;1848
5493;Passabém;1838
5494;Aspásia;1831
5495;Ponte Branca;1831
5496;Viçosa;1826
5497;Seritinga;1812
5498;Nicolau Vergueiro;1805
5499;Macieira;1799
5500;Santo Antônio do Rio Abaixo;1798
5501;São João de Iracema;1798
5502;Presidente Castello Branco;1794
5503;Quatro Irmãos;1789
5504;Mateiros;1788
5505;Mesópolis;1784
5506;Tigrinhos;1780
5507;Tupanci do Sul;1777
5508;Santa Cecília do Sul;1771
5509;Ipueiras;1754
5510;Coxixola;1752
5511;Consolação;1747
5512;São Sebastião do Rio Preto;1743
5513;Santa Cruz da Esperança;1741
5514;Carlos Gomes;1738
5515;Sucupira;1718
5516;Guabiju;1708
5517;São João da Paraúna;1706
5518;Flor do Sertão;1694
5519;São José do Brejo do Cruz;1692
5520;Pedro Teixeira;1692
5521;Paiva;1683
5522;União da Serra;1674
5523;Coronel Pilar;1668
5524;Vitória Brasil;1664
5525;Santana da Ponte Pensa;1643
5526;Lavandeira;1640
5527;Lagoa dos Três Cantos;1634
5528;Dirce Reis;1624
5529;Montauri;1615
5530;Coqueiro Baixo;1610
5531;Gentil;1593
5532;Riacho de Santo Antônio;1566
5533;Doresópolis;1558
5534;Engenho Velho;1530
5535;Linha Nova;1522
5536;Vista Alegre do Prata;1517
5537;Fernão;1514
5538;União Paulista;1508
5539;Trabiju;1507
5540;Rio da Conceição;1499
5541;Jardim Olinda;1498
5542;Lajeado Grande;1494
5543;Quixabá;1472
5544;Santiago do Sul;1467
5545;Grupiara;1461
5546;São Félix do Tocantins;1451
5547;Tupirama;1448
5548;Santa Salete;1441
5549;Cachoeira de Goiás;1441
5550;Nova Aliança do Ivaí;1426
5551;Serra Nova Dourada;1407
5552;Uru;1397
5553;Lagoa Santa;1308
5554;Crixás do Tocantins;1299
5555;Parari;1283
5556;Chapada de Areia;1274
5557;André da Rocha;1262
5558;Miguel Leão;1228
5559;Cedro do Abaeté;1228
5560;Araguainha;1138
5561;Oliveira de Fátima;1114
5562;Nova Castilho;1111
5563;Anhanguera;1007
5564;Serra da Saudade;889
5565;Borá;834
